vendor_id,amt,amt_deviation,duplicate_entry,new_vendor,missing_po,entered_after_hrs,manual_entry,unusual_accts,desc_quality,anomalous
V12,131.46,low,no,no,no,no,no,no,high,no
V01,286.07,low,no,no,no,no,no,no,normal,no
V03,3178.88,low,no,yes,no,no,no,no,normal,no
V18,7432.73,high,no,no,no,no,no,no,normal,no
V06,990.00,low,no,no,no,yes,yes,yes,normal,yes
V07,9083.66,high,no,no,no,no,no,yes,normal,no
V19,28228.97,outlier,no,no,no,no,no,no,low,yes
V08,35957.99,outlier,no,no,no,no,no,no,low,no
V01,3535.57,low,yes,yes,no,no,yes,no,low,yes
V01,9571.13,outlier,no,no,no,no,no,no,high,no
V01,4990.28,high,no,no,no,no,no,no,normal,no
V09,348.11,low,no,no,no,no,yes,no,normal,no
V03,125.93,low,no,no,no,no,no,no,normal,no
V11,95.60,low,no,no,no,yes,yes,no,normal,no
V03,153.03,low,no,no,yes,no,no,no,normal,no
V14,132.92,low,no,no,no,no,no,no,normal,no
V04,82.25,low,no,no,no,no,no,no,normal,no
V18,284.98,low,no,yes,yes,no,no,no,normal,no
V04,1860.30,low,no,no,no,no,no,no,low,no
V06,301.86,low,no,no,no,no,no,yes,normal,no
V01,302.38,low,no,no,no,no,no,yes,normal,no
V07,14767.88,outlier,no,yes,yes,no,no,no,normal,yes
V04,39143.41,outlier,no,no,no,no,no,no,normal,no
V11,346.50,low,no,no,no,no,no,no,low,no
V07,400.67,low,no,no,no,no,no,no,normal,no
V14,420.06,low,no,no,no,no,no,no,normal,no
V04,74.34,low,no,no,yes,no,no,no,normal,no
V01,334.06,low,no,no,no,no,no,no,normal,no
V02,4973.98,high,no,no,no,no,no,no,normal,no
V10,182.51,low,no,no,no,no,no,no,normal,no
V04,2412.25,low,no,no,no,no,no,no,high,no
V08,3284.05,low,no,no,no,no,no,no,high,no
V13,80.19,low,no,no,no,no,no,no,normal,no
V01,443.19,low,no,no,no,no,no,no,normal,no
V17,2092.81,low,no,no,no,no,no,no,high,no
V03,130.32,low,no,no,no,yes,no,no,normal,no
V07,25825.17,outlier,no,yes,no,yes,yes,no,normal,no
V19,7030.10,high,no,no,no,no,no,no,high,no
V03,3463.37,low,no,no,no,no,no,no,normal,no
V04,96.63,low,no,no,no,no,no,no,normal,no
V12,199.77,low,no,no,no,no,yes,no,low,no
V11,7113.93,high,no,no,no,no,no,no,normal,no
V09,115.35,low,no,no,no,no,no,no,high,no
V11,286.14,low,no,no,no,no,yes,no,low,no
V04,430.72,low,no,no,no,yes,no,no,normal,no
V03,155.56,low,no,no,no,no,no,no,normal,no
V03,176.20,low,no,no,no,no,no,no,normal,no
V04,2145.10,low,no,no,no,no,no,no,normal,no
V08,4524.40,high,no,no,no,no,no,no,normal,no
V14,5858.52,high,no,no,no,no,no,no,normal,no
V11,123.80,low,no,no,no,no,no,no,normal,no
V03,8043.36,high,no,no,no,no,no,no,normal,no
V06,81.97,low,no,no,no,no,no,no,normal,no
V17,4300.75,low,no,no,no,no,no,no,low,no
V09,12500.00,outlier,no,no,no,no,no,no,high,no
V03,3923.41,low,no,no,no,no,no,no,low,no
V12,1847.92,low,no,no,yes,no,no,no,normal,no
V07,5366.86,high,no,no,no,yes,no,no,high,no
V03,8360.28,high,no,no,no,no,no,no,normal,no
V01,5987.66,high,no,no,no,no,no,no,low,no
V03,7747.26,high,no,no,yes,no,no,no,normal,no
V08,2742.77,low,no,yes,yes,no,no,no,normal,no
V15,335.76,low,no,no,no,no,no,no,normal,no
V09,1619.20,low,no,no,no,no,no,no,normal,no
V09,230.54,low,no,no,yes,no,no,no,high,no
V06,9299.77,outlier,no,no,no,no,no,no,normal,no
V01,234.35,low,no,no,no,no,no,no,normal,no
V12,283.50,low,no,no,no,no,no,no,normal,no
V02,194.00,low,no,no,no,no,no,no,normal,no
V10,78.89,low,no,no,no,no,no,no,high,no
V04,135.39,low,no,no,no,no,no,no,normal,no
V05,156.77,low,no,no,no,no,no,no,high,no
V11,122.30,low,no,no,no,no,no,no,normal,no
V10,3935.14,low,no,no,no,no,no,no,normal,no
V14,2248.65,low,no,no,no,no,no,no,normal,no
V01,11044.79,outlier,no,no,no,no,no,no,normal,no
V19,66.01,low,no,no,no,no,no,no,high,no
V02,2548.72,low,no,no,no,no,no,yes,normal,no
V04,68.92,low,no,no,no,no,no,no,low,no
V07,338.67,low,no,no,no,no,no,no,normal,no
V15,4472.90,low,no,no,no,no,no,no,normal,no
V08,167.19,low,no,no,no,no,no,no,low,no
V08,28.51,low,no,no,no,no,no,no,high,no
V18,4933.97,high,no,no,no,yes,no,no,normal,no
V14,3495.24,low,no,no,no,no,no,no,low,no
V15,213.93,low,no,no,no,no,no,no,normal,no
V03,419.54,low,no,no,no,no,no,no,low,no
V02,181.91,low,no,no,no,no,no,no,low,no
V14,367.22,low,no,no,no,no,no,no,high,no
V03,283.05,low,no,no,no,no,no,no,normal,no
V13,202.19,low,no,no,yes,no,no,no,normal,no
V16,2837.81,low,no,no,no,yes,yes,no,low,no
V01,198.74,low,no,no,no,no,no,no,normal,no
V04,106.79,low,no,no,no,no,no,no,low,no
V01,96.16,low,no,no,no,no,no,no,normal,no
V03,132.40,low,no,no,no,no,no,no,normal,no
V06,682.87,low,no,yes,no,no,no,no,normal,no
V11,2836.07,low,no,no,no,no,no,no,normal,no
V16,2508.03,low,no,no,no,no,no,no,low,no
V06,4112.62,low,no,yes,no,no,no,no,normal,no
V04,373.30,low,no,no,no,no,no,no,normal,no
V12,307.27,low,no,no,no,no,no,no,high,no
V14,149.76,low,no,no,no,no,no,no,normal,no
V06,194.48,low,yes,no,no,no,no,no,low,no
V02,4578.95,low,no,no,no,no,no,no,high,no
V04,2179.59,low,no,no,no,no,no,no,high,no
V08,339.97,low,no,no,no,no,no,no,normal,no
V16,6990.31,high,no,no,no,no,no,no,normal,no
V05,164.83,low,no,no,no,no,no,no,normal,no
V02,900.00,low,no,no,no,no,no,no,normal,no
V12,2255.56,low,no,no,no,no,no,yes,normal,no
V16,1027.95,low,no,no,no,no,no,no,normal,no
V02,164.64,low,no,no,no,no,yes,no,normal,no
V06,308.19,low,no,no,no,yes,no,no,normal,no
V15,156.65,low,no,no,no,no,no,no,normal,no
V10,5096.47,high,no,no,no,yes,yes,no,high,no
V02,4619.23,low,no,no,yes,no,no,no,normal,no
V10,5711.56,high,no,no,no,no,no,no,normal,no
V05,143.94,low,no,no,no,no,yes,yes,normal,no
V05,13517.00,outlier,no,no,no,no,no,no,normal,no
V03,2649.42,low,no,no,no,no,yes,yes,low,no
V17,1797.87,low,no,no,no,no,no,no,normal,no
V08,168.72,low,no,no,no,no,no,no,normal,no
V14,144.12,low,no,no,no,no,no,no,high,no
V05,96.91,low,no,no,no,no,no,no,normal,no
V02,197.73,low,no,no,no,no,no,no,normal,no
V05,97.52,low,no,no,no,no,no,no,high,no
V03,140.16,low,no,no,yes,yes,yes,yes,normal,no
V06,107.56,low,no,no,no,no,no,no,normal,no
V04,111.32,low,no,no,no,no,no,no,normal,no
V01,316.62,low,no,no,no,no,no,no,normal,no
V03,264.79,low,no,no,no,no,no,no,normal,no
V06,3416.11,low,no,no,no,no,no,no,normal,no
V03,10141.06,outlier,no,no,no,no,yes,no,low,no
V10,9204.08,high,no,no,no,no,no,no,normal,no
V04,4346.70,low,no,no,no,no,yes,no,normal,no
V02,253.74,low,no,yes,yes,no,no,no,normal,no
V08,1086.30,low,no,no,no,no,no,no,low,no
V14,4636.75,low,no,no,no,no,no,no,normal,no
V08,1812.69,low,no,no,no,no,no,no,normal,yes
V06,229.60,low,no,no,no,no,no,no,normal,no
V07,2690.32,low,no,no,no,no,no,no,normal,no
V05,2119.66,low,no,no,no,no,no,no,high,no
V13,398.92,low,no,no,no,no,no,no,normal,no
V03,4068.80,low,no,no,no,no,yes,yes,low,yes
V09,70.03,low,no,no,no,no,no,no,normal,no
V01,6015.35,high,yes,no,no,no,no,no,normal,no
V15,14108.39,outlier,no,no,no,no,no,no,normal,no
V08,255.76,low,no,no,no,no,no,no,normal,no
V06,8212.62,high,no,no,no,no,no,no,normal,no
V02,130.33,low,no,no,no,no,no,no,normal,no
V01,4948.63,high,no,no,no,no,no,no,high,no
V13,131.21,low,no,no,no,no,no,no,normal,no
V05,110.01,low,no,no,yes,no,no,no,normal,no
V02,3104.62,low,no,no,no,no,no,no,low,no
V10,262.04,low,no,no,no,no,no,no,normal,no
V05,4724.24,high,no,no,no,no,no,no,normal,no
V12,750.00,low,no,no,no,no,yes,no,low,no
V11,259.88,low,no,no,no,no,no,no,high,no
V02,133.35,low,no,no,no,no,yes,no,normal,no
V03,242.63,low,no,yes,no,no,yes,no,normal,no
V01,300.01,low,no,no,no,no,no,no,normal,no
V06,7352.21,high,no,no,no,yes,no,no,normal,no
V11,8250.90,high,no,no,no,no,no,no,normal,no
V02,311.92,low,no,no,no,no,no,no,normal,no
V01,16467.78,outlier,no,no,no,no,no,no,normal,yes
V02,202.13,low,no,no,no,no,no,no,normal,no
V04,206.36,low,no,no,no,no,no,no,low,no
V09,1682.24,low,no,yes,no,no,no,no,normal,no
V04,1154.67,low,no,no,no,no,no,no,normal,no
V07,81.46,low,no,no,no,no,no,no,high,no
V18,141.75,low,no,no,no,no,no,no,normal,no
V12,3384.12,low,no,no,no,no,no,no,normal,no
V04,344.53,low,no,no,no,no,no,no,low,no
V04,138.01,low,no,no,no,no,no,no,normal,no
V15,7397.68,high,no,no,no,no,no,no,high,no
V07,2995.47,low,no,no,no,no,no,no,normal,no
V09,123.24,low,no,no,no,no,no,no,normal,no
V07,142.60,low,no,no,no,no,no,no,normal,no
V06,111.66,low,no,no,no,no,no,no,normal,no
V02,171.83,low,no,no,no,no,no,no,normal,no
V05,3733.04,low,no,no,no,no,no,no,normal,no
V05,8415.21,high,no,no,no,no,no,no,high,no
V03,143.62,low,no,no,no,no,no,no,normal,no
V08,489.03,low,no,no,no,no,no,no,normal,no
V14,2344.42,low,no,no,no,no,no,no,normal,no
V01,197.88,low,no,yes,yes,no,yes,no,low,no
V03,146.17,low,no,no,no,no,no,no,normal,no
V11,172.74,low,no,no,no,no,no,no,normal,no
V04,706.72,low,no,no,no,no,no,no,low,no
V13,4925.81,high,no,no,no,no,yes,no,low,no
V10,5260.71,high,no,no,no,no,no,no,high,no
V08,3904.01,low,no,no,no,no,no,no,normal,no
V12,9581.67,outlier,no,no,no,no,no,no,normal,no
V01,7598.00,high,no,no,no,no,no,no,normal,no
V11,27039.58,outlier,no,yes,yes,yes,yes,yes,normal,yes
V06,79.50,low,no,no,no,no,no,no,high,no
V02,8000.00,high,no,no,no,no,no,yes,low,no
V04,142.44,low,no,no,no,no,no,no,normal,no
V03,340.53,low,no,no,no,no,yes,no,normal,no
V01,4206.56,low,no,yes,no,no,no,yes,low,yes
V09,2161.58,low,no,no,no,no,no,no,normal,no
V11,137.70,low,no,no,no,no,no,no,high,no
V02,27602.02,outlier,yes,yes,yes,yes,yes,yes,low,yes
V14,212.52,low,no,no,no,no,no,no,normal,no
V11,6806.40,high,no,yes,no,no,yes,no,low,yes
V01,2808.47,low,no,yes,no,no,yes,no,normal,yes
V16,62.31,low,no,no,no,no,no,no,normal,no
V08,134.83,low,no,no,no,no,no,no,low,no
V03,405.69,low,no,no,no,no,no,no,normal,no
V01,2498.70,low,no,no,yes,yes,yes,no,normal,no
V03,7114.14,high,no,no,no,no,no,no,normal,no
V01,435.40,low,no,no,no,no,no,no,normal,no
V11,123.47,low,no,no,no,no,no,no,normal,no
V03,6992.21,high,no,no,no,no,yes,no,high,no
V10,373.81,low,no,no,no,no,no,no,normal,no
V04,2411.76,low,no,no,no,no,no,no,normal,no
V05,4917.47,high,no,no,no,no,yes,no,normal,no
V04,113.87,low,no,no,yes,no,no,no,low,no
V10,1704.56,low,no,yes,no,no,no,no,high,no
V01,5568.82,high,no,no,no,yes,no,no,low,yes
V18,265.30,low,no,yes,no,no,no,no,low,no
V02,178.18,low,no,no,no,no,no,no,normal,no
V10,138.86,low,no,yes,no,no,no,no,normal,no
V02,265.99,low,no,no,no,no,yes,no,normal,no
V04,138.86,low,no,no,no,no,no,no,high,no
V02,5484.26,high,no,no,no,no,no,no,normal,no
V03,260.30,low,no,no,no,no,no,no,normal,no
V02,50.82,low,no,no,no,no,no,no,normal,no
V05,63.13,low,no,yes,yes,no,no,no,normal,no
V06,20927.81,outlier,no,no,no,no,no,no,low,no
V10,8753.97,high,no,no,no,no,no,no,normal,no
V03,316.82,low,no,no,no,no,no,yes,normal,no
V06,121.74,low,no,no,no,no,no,no,low,no
V02,9315.45,high,no,no,no,no,no,no,high,no
V17,15196.82,outlier,no,no,no,yes,no,no,normal,no
V02,346.48,low,no,no,no,no,no,no,high,no
V04,6396.72,high,yes,yes,no,no,yes,no,low,no
V02,5419.61,high,no,no,no,no,no,no,normal,no
V01,147.03,low,no,no,no,no,no,no,high,no
V12,153.56,low,no,no,no,no,no,no,high,no
V20,572.72,low,no,no,no,no,no,no,normal,no
V05,250.23,low,no,no,no,no,no,no,normal,no
V20,1873.89,low,no,yes,no,yes,no,no,normal,no
V04,103.43,low,no,no,no,no,no,no,low,no
V04,170.43,low,no,no,no,no,no,no,normal,no
V15,22647.34,outlier,no,no,no,yes,yes,no,normal,yes
V05,242.10,low,yes,no,no,no,no,no,normal,no
V07,3863.70,low,no,no,no,no,no,yes,high,no
V06,357.27,low,no,no,no,no,no,no,normal,no
V20,22.93,low,no,no,no,no,no,no,normal,no
V09,9916.10,outlier,no,no,no,yes,no,no,normal,yes
V01,884.89,low,no,yes,yes,no,no,yes,normal,no
V04,12500.00,outlier,no,yes,no,no,no,no,normal,no
V03,152.96,low,no,no,no,no,no,no,normal,no
V17,561.28,low,no,no,no,no,no,no,normal,no
V01,4097.57,low,no,no,no,no,no,no,high,no
V04,123.85,low,no,yes,yes,no,no,no,normal,no
V03,441.30,low,no,no,no,no,no,no,normal,no
V03,130.24,low,no,no,no,no,yes,no,low,no
V01,87.90,low,no,no,no,no,no,no,normal,no
V07,3170.32,low,no,yes,no,no,yes,no,high,no
V09,5650.65,high,no,no,yes,no,no,yes,normal,yes
V07,824.82,low,no,no,no,yes,no,no,high,no
V14,15.63,low,no,no,no,no,no,no,low,no
V01,305.85,low,no,no,no,no,no,no,low,no
V10,8316.69,high,no,yes,yes,yes,no,no,high,yes
V09,9706.73,outlier,no,no,no,no,no,no,normal,no
V12,33496.09,outlier,no,no,no,no,no,yes,low,no
V19,256.50,low,no,yes,no,no,no,no,normal,no
V10,5005.54,high,no,no,no,no,no,no,normal,no
V05,107.31,low,no,no,no,no,no,no,high,no
V18,60.51,low,no,no,no,no,no,no,high,no
V12,1570.30,low,no,no,no,no,no,no,normal,no
V08,222.27,low,no,no,no,no,no,no,normal,no
V06,95.11,low,no,no,no,no,no,no,normal,no
V05,105.05,low,no,yes,no,yes,no,no,normal,no
V06,196.32,low,no,yes,no,no,no,no,normal,no
V11,15633.80,outlier,no,no,no,no,no,no,normal,no
V02,45.10,low,no,no,no,no,no,no,normal,no
V07,3062.22,low,no,no,no,no,no,no,normal,no
V01,166.11,low,no,no,no,no,no,no,high,no
V13,210.17,low,no,no,no,no,no,no,high,no
V11,5689.04,high,no,no,no,no,no,no,normal,no
V04,218.07,low,no,no,no,no,no,no,normal,no
V13,6608.44,high,no,no,no,no,no,no,normal,no
V03,3035.85,low,yes,no,no,no,yes,no,low,no
V13,178.92,low,no,no,no,no,yes,no,normal,no
V04,459.82,low,no,no,no,no,no,no,high,no
V10,174.28,low,no,no,no,no,no,no,normal,no
V07,220.14,low,no,no,no,no,no,no,normal,no
V10,1763.66,low,no,yes,no,no,no,no,high,yes
V08,3549.37,low,no,no,yes,no,no,no,normal,no
V01,377.50,low,no,no,no,no,no,no,normal,no
V03,60.79,low,no,no,no,no,yes,no,normal,no
V09,58.12,low,no,no,no,no,no,no,normal,no
V09,104.52,low,no,no,no,no,no,no,normal,no
V12,33516.49,outlier,no,no,no,no,no,no,normal,no
V05,31042.56,outlier,yes,yes,no,no,no,no,normal,no
V01,224.56,low,no,no,no,no,no,no,normal,no
V12,279.33,low,no,no,no,no,no,no,low,no
V15,263.46,low,no,no,no,no,no,no,normal,no
V02,119.00,low,no,no,no,no,no,no,normal,no
V14,8990.57,high,no,no,no,no,yes,no,normal,yes
V14,673.77,low,no,no,yes,no,no,no,normal,no
V17,234.94,low,no,no,no,no,no,no,normal,no
V09,4277.95,low,no,no,no,no,no,no,low,no
V02,20320.91,outlier,no,no,no,yes,no,no,normal,no
V11,2063.47,low,no,no,no,yes,no,no,normal,no
V01,9087.72,outlier,no,no,no,no,no,no,normal,no
V03,164.49,low,no,no,no,no,no,no,normal,no
V06,35143.10,outlier,no,yes,no,yes,no,no,high,no
V19,470.63,low,no,no,no,no,no,no,low,no
V17,346.14,low,no,no,no,no,no,no,normal,no
V01,3035.27,low,no,yes,no,no,no,no,normal,no
V14,171.37,low,no,no,no,no,no,no,normal,no
V20,264.99,low,no,no,no,no,no,no,normal,no
V01,210.40,low,no,no,no,no,no,no,normal,no
V02,29.73,low,no,no,no,no,no,no,normal,no
V17,369.06,low,no,no,no,no,no,no,normal,no
V10,6622.22,high,no,no,no,no,no,no,normal,no
V06,445.74,low,no,no,no,no,no,no,normal,no
V16,103.68,low,no,no,no,no,no,yes,normal,no
V18,128.99,low,no,no,yes,no,no,yes,normal,no
V07,1432.36,low,no,no,no,no,no,no,normal,no
V07,109.59,low,no,no,no,yes,no,no,high,no
V03,114.90,low,no,no,no,no,no,no,low,no
V03,33.85,low,no,no,no,no,no,yes,normal,no
V11,191.93,low,no,no,no,no,no,no,high,no
V05,217.70,low,no,yes,no,no,no,no,normal,no
V02,284.45,low,no,no,no,no,yes,no,normal,no
V04,4579.43,high,no,yes,no,no,no,no,normal,no
V03,25.62,low,no,no,no,no,no,no,normal,no
V03,581.99,low,no,no,no,no,yes,no,low,no
V06,4770.39,high,no,no,no,no,no,yes,normal,no
V05,2968.85,low,no,no,no,no,no,no,normal,no
V12,29418.48,outlier,no,no,no,no,no,no,normal,no
V12,5006.85,high,no,no,no,no,yes,no,high,yes
V07,3929.88,low,no,no,no,no,no,no,normal,no
V06,220.28,low,no,no,no,no,no,no,normal,no
V08,9644.72,outlier,no,no,no,no,no,no,normal,no
V07,57.78,low,no,no,no,no,no,no,high,no
V01,164.63,low,no,no,no,no,no,no,normal,no
V12,8000.00,outlier,no,no,no,no,yes,no,normal,no
V12,632.74,low,no,no,no,no,yes,no,normal,no
V04,158.59,low,no,no,no,no,no,no,normal,no
V13,3339.90,low,no,no,no,yes,yes,no,normal,no
V05,107.74,low,no,no,no,no,no,no,normal,no
V09,68.23,low,no,no,no,no,no,no,normal,no
V10,151.85,low,no,yes,no,no,no,no,normal,no
V05,63.85,low,no,no,no,no,yes,no,high,no
V02,827.08,low,no,no,no,no,no,no,normal,no
V05,256.24,low,no,no,yes,yes,no,no,normal,no
V03,148.24,low,no,no,no,no,no,no,normal,no
V01,264.28,low,no,no,no,no,yes,no,high,no
V20,26734.51,outlier,no,no,no,no,no,no,normal,no
V12,104.57,low,yes,no,yes,no,no,no,normal,no
V08,130.52,low,no,no,no,no,no,no,normal,no
V01,5563.15,high,no,no,no,no,no,no,normal,no
V09,608.67,low,no,no,no,no,no,no,normal,no
V05,509.54,low,no,no,no,no,no,no,normal,no
V05,152.99,low,no,no,no,no,no,no,normal,no
V03,5398.22,high,no,no,yes,no,no,no,normal,no
V11,8000.00,high,no,yes,no,no,yes,no,normal,no
V04,110.43,low,no,no,no,no,no,no,low,no
V03,117.93,low,no,no,yes,no,no,no,high,no
V01,532.05,low,no,no,no,no,no,no,normal,no
V07,81.36,low,no,no,no,no,no,no,normal,no
V02,87.56,low,no,no,no,no,no,no,normal,no
V08,121.65,low,no,no,no,no,no,no,normal,no
V12,4635.12,high,no,no,no,no,no,no,normal,no
V13,302.36,low,no,no,no,no,no,no,normal,no
V07,118.37,low,no,no,no,no,no,no,high,no
V15,148.72,low,no,yes,no,no,no,no,normal,no
V03,1975.60,low,no,no,no,no,no,no,high,no
V17,124.45,low,no,no,no,no,no,no,low,no
V11,195.49,low,no,no,yes,no,no,no,normal,no
V05,647.21,low,no,no,yes,no,yes,no,low,no
V02,2526.73,low,no,no,no,no,no,no,normal,no
V03,205.16,low,no,no,no,no,no,no,normal,no
V07,115.79,low,no,no,no,no,no,no,normal,no
V07,311.07,low,no,no,no,no,no,no,normal,no
V09,3491.21,low,no,no,no,no,no,no,normal,no
V12,8430.59,outlier,yes,no,yes,yes,no,yes,normal,yes
V02,98.43,low,no,no,no,no,no,no,normal,no
V01,159.94,low,no,no,no,no,no,no,normal,no
V08,171.62,low,no,no,no,no,yes,no,normal,no
V04,218.81,low,no,no,no,no,no,no,high,no
V04,3617.49,low,no,no,yes,no,yes,no,normal,no
V13,250.06,low,no,no,no,no,no,no,normal,no
V02,1099.49,low,no,no,no,no,no,no,high,no
V09,46900.83,outlier,no,yes,no,no,no,no,low,yes
V07,154.11,low,no,no,no,no,no,no,normal,no
V02,9679.53,outlier,no,yes,no,no,no,no,normal,no
V06,383.39,low,no,no,no,no,no,no,normal,no
V02,4140.77,low,no,no,no,no,no,no,normal,no
V19,88.76,low,no,no,no,no,no,no,normal,no
V07,119.36,low,no,yes,yes,no,no,no,normal,no
V05,99.05,low,no,no,no,no,no,no,normal,no
V04,1793.66,low,no,no,no,yes,no,no,normal,no
V01,97.02,low,no,no,no,no,no,no,normal,no
V06,2006.06,low,no,no,no,no,no,no,normal,no
V02,292.60,low,no,no,no,no,yes,no,normal,no
V09,318.62,low,no,no,no,no,no,no,high,no
V06,97.93,low,no,no,no,no,yes,no,normal,no
V03,2760.57,low,no,no,no,no,yes,no,low,no
V08,120.95,low,no,no,no,no,yes,no,normal,no
V09,110.12,low,no,yes,no,no,no,no,normal,no
V06,8473.41,high,no,no,no,no,no,no,normal,no
V01,374.73,low,no,no,no,no,no,no,high,no
V15,6611.21,high,no,no,no,no,no,no,low,no
V05,1353.45,low,no,no,no,no,no,no,high,no
V18,4649.28,high,no,no,no,no,no,no,normal,no
V10,239.05,low,no,no,no,no,no,no,normal,no
V10,3078.47,low,no,no,no,no,no,no,normal,no
V13,3217.52,low,no,no,no,yes,yes,no,normal,no
V05,2315.62,low,no,no,no,no,no,no,normal,no
V10,201.06,low,no,no,no,no,no,no,normal,no
V01,1708.51,low,no,no,yes,no,no,no,normal,no
V20,1991.40,low,no,no,no,no,no,no,normal,no
V05,2911.37,low,no,no,no,no,yes,no,low,no
V05,138.15,low,no,no,yes,no,yes,no,normal,no
V01,139.52,low,no,no,no,yes,yes,yes,normal,no
V07,232.88,low,no,no,yes,no,no,no,low,no
V01,177.64,low,no,no,no,no,no,no,high,no
V16,266.85,low,no,no,no,no,no,no,normal,no
V10,364.05,low,no,no,no,no,no,no,normal,no
V02,156.84,low,no,no,no,no,no,no,normal,no
V07,8545.66,high,no,no,no,no,no,yes,normal,no
V02,1846.57,low,no,no,no,no,no,no,normal,no
V15,3783.54,low,no,no,no,no,no,no,high,no
V01,3751.14,low,no,no,no,no,no,no,normal,no
V03,547.55,low,no,no,no,no,no,no,normal,no
V01,1034.59,low,no,no,no,no,no,no,high,no
V03,2952.40,low,yes,yes,no,no,no,no,normal,no
V06,4995.00,high,no,no,yes,yes,no,yes,high,yes
V13,115.51,low,no,no,no,no,no,no,normal,no
V05,170.12,low,no,no,no,no,yes,no,high,no
V02,99.97,low,no,no,no,no,no,no,normal,no
V05,311.80,low,no,no,no,no,yes,no,normal,no
V17,117.43,low,no,no,no,no,no,no,normal,no
V08,108.40,low,no,no,no,no,no,no,high,no
V03,3172.41,low,no,no,no,no,no,no,high,no
V03,97.31,low,no,no,no,no,no,no,normal,no
V09,358.23,low,no,no,no,no,no,no,high,no
V10,1784.62,low,no,no,no,no,no,no,high,no
V01,174.51,low,no,no,no,no,no,no,low,no
V08,4347.96,low,no,no,no,no,no,no,normal,no
V10,192.69,low,no,no,no,no,no,no,high,no
V11,95.06,low,no,no,no,no,no,no,normal,no
V02,84.46,low,no,no,no,no,yes,no,normal,no
V01,145.00,low,no,no,no,no,no,no,normal,no
V11,194.65,low,no,yes,no,no,no,no,low,no
V05,30.68,low,no,yes,no,no,no,no,high,no
V03,33.44,low,no,no,no,no,no,no,normal,no
V16,1021.18,low,no,no,no,no,no,no,normal,no
V03,66.38,low,no,no,no,no,no,no,normal,no
V11,2088.14,low,no,no,no,no,no,no,high,no
V15,4119.68,low,no,yes,no,no,no,no,normal,no
V03,569.24,low,no,no,no,no,no,no,normal,no
V10,143.51,low,no,no,no,no,no,no,normal,no
V10,123.20,low,no,no,no,no,no,no,normal,no
V08,8079.56,high,no,no,no,no,no,no,low,no
V01,340.05,low,no,no,no,no,no,no,normal,no
V04,159.96,low,no,no,no,no,no,no,normal,no
V17,3354.71,low,no,no,no,no,no,no,normal,no
V08,29461.28,outlier,no,yes,yes,yes,no,no,normal,no
V05,2727.04,low,no,no,no,no,no,yes,normal,no
V15,33328.69,outlier,no,no,no,no,no,no,low,no
V10,186.81,low,no,yes,no,no,no,no,high,no
V02,7479.55,high,no,no,no,no,no,no,high,no
V09,3665.64,low,no,yes,no,no,no,yes,normal,no
V19,143.14,low,no,no,no,no,no,no,normal,no
V08,3551.97,low,no,no,yes,yes,no,no,high,no
V16,194.46,low,no,no,no,no,no,no,normal,no
V11,277.64,low,no,no,no,no,no,no,normal,no
V10,91.83,low,no,no,no,no,yes,no,low,no
V03,5464.41,high,no,no,no,no,no,yes,normal,no
V01,133.80,low,no,no,no,no,no,no,normal,no
V11,2807.23,low,no,no,no,no,no,no,normal,no
V02,308.01,low,no,no,yes,no,no,no,normal,no
V12,423.28,low,no,no,no,no,no,no,low,no
V03,114.39,low,no,no,no,no,no,no,high,no
V05,70.94,low,no,no,no,no,no,no,normal,no
V04,129.62,low,no,no,no,no,no,no,normal,no
V01,162.81,low,no,yes,no,no,no,yes,high,yes
V15,147.10,low,no,no,no,no,no,no,normal,no
V14,3630.47,low,no,no,no,yes,no,no,normal,no
V14,279.26,low,no,no,no,no,no,no,low,no
V01,356.18,low,no,no,no,no,no,no,normal,no
V05,169.31,low,no,no,no,no,no,no,normal,no
V11,3075.31,low,no,no,no,no,no,no,normal,no
V07,3686.92,low,no,no,no,no,yes,no,normal,no
V10,2074.95,low,no,no,yes,no,no,yes,normal,no
V04,8000.00,high,no,no,no,no,yes,yes,low,no
V01,114.93,low,no,no,yes,no,yes,no,normal,no
V03,225.17,low,no,no,no,no,no,no,normal,no
V04,150.87,low,no,no,no,yes,no,no,normal,no
V03,1700.99,low,no,no,no,no,no,no,normal,no
V03,296.41,low,no,no,no,no,no,no,normal,no
V17,465.44,low,no,no,no,no,no,no,high,no
V07,8523.15,high,yes,yes,no,yes,yes,no,low,yes
V13,242.27,low,no,yes,no,yes,no,no,normal,no
V02,32780.84,outlier,no,no,no,yes,yes,no,normal,no
V14,193.44,low,no,no,no,no,no,no,normal,no
V06,171.42,low,no,no,no,no,no,no,normal,no
V07,2753.25,low,no,yes,yes,no,no,no,normal,no
V13,9930.47,outlier,no,no,no,no,no,no,normal,no
V05,90.42,low,no,no,no,no,no,no,normal,no
V01,371.14,low,no,no,no,no,no,no,normal,no
V07,184.04,low,no,no,no,no,no,no,normal,no
V03,145.20,low,no,no,yes,no,no,no,normal,no
V01,4454.51,high,no,no,no,no,no,no,high,no
V15,276.57,low,no,no,no,no,no,no,normal,no
V06,102.39,low,no,no,no,no,no,no,normal,no
V01,100.02,low,no,no,no,no,no,no,high,no
V02,2059.17,low,no,no,no,no,yes,no,normal,yes
V12,309.24,low,no,no,no,no,yes,no,low,no
V01,5111.73,high,no,no,no,no,no,no,high,no
